"","group_name","subcategory","item","item_description"
"610","Weapons","Katanas","Blacksteel Katana","Blacksteel katana wielded by Alonne Knights.One of the sturdiest types of katana, preferred by masters of the quick-draw. In the heyday of his land, the Old Iron King fancied entertaining dubious and eccentric guests from faraway lands. Most of them were charlatans, but among the riff-raff was an unusual knight from the far east. He trained the Iron King's men in the sword, in obeisance to his new lord."
"611","Weapons","Katanas","Manslayer","A katana with a terribly worn blade. Appears useless, but is in fact coated with deadly poison. This sword has claimed countless victims, and the bloodstains upon it's blade have turned to poison."
"612","Weapons","Katanas","Berserker Blade","The katana of a berserker, by its name. The thick, shiny black blade cuts exquisitely. Its origins and owner are unknown, but at some point the blade became known by this name."
"613","Weapons","Katanas","Darkdrift","Katana of Grave Warden Agdayne. Has a crystal-clear blade and a strong attack that slices through enemy shields. This katana was originally wielded by the one who gave us first death, and still exists imperfectly between planes. Effect: shield piercing (strong attack)"
"614","Weapons","Katanas","Bewitched Alonne Sword","Katana forged from the soul of Sir Alonne.The captivating, undulating design serves to enhance this weapon's mystical allure. Alonne came from the east, and soon became the Iron King's most trusted knight. When he departed, the Old Iron King bequeathed Sir Alonne's name to his iron warriors."
"615","Weapons","Curved Greatswords","Murakumo#fex","A curved greatsword said to have been brought to this land by a foreign warrior. Hold with both hands to make parrying possible. The exquisitely crafted wide blade makes deadly use of both its weight and smooth slicing action. A tough training regimen is required to master this sword."
"616","Weapons","Curved Greatswords","Arced Sword","A curved greatsword forged from the soul of the Flexile Sentry. There is something unsettling, and at the same time beautiful, about its long curved blade. Long ago, the dungeons overflowed with the accused, and the King commanded a contorted sentry to deliver those who had no cells to a faraway land, and to make certain they were never heard from again. Scholar of the First Sin changed to: A curved greatsword forged from the soul of the Flexile Sentry. There is something unsettling, and at the same time beautiful, about its long curved blade. The sentry crammed inmates of the overflowing Bastille onto a rickety ship, and cast them out to the open sea. The majority of them drowned or starved but a few hardy survivors made land to the south, and imparted their knowledge of sorcery to the people there."
"617","Weapons","Curved Greatswords","Curved Dragon Greatsword","A curved greatsword forged from the soul of the Ancient Dragon. In the Age of the Ancients, the world was unformed, shrouded by fog. A land of grey crags, archtrees, and everlasting dragons. Effect: special attack (strong attack consumes 10 durability per use)"
"618","Weapons","Curved Greatswords","Curved Nil Greatsword","A great curved sword with an Ominous blade. One of the forbidden weapons sealed away by the Ivory King. Formed by Rock, Tree, and the remnants of a most peculiar soul. It is said the farther the wielder travels, the deadlier the blade becomes."
"619","Weapons","Piercing Swords","Estoc","A large thrusting sword with a blade. The sturdy, slender long blade is designed to pierce the armor of enemies, and its strong attack can even inflict damage upon foes hiding behind shields.Though primarily a thrusting sword, its blade can also be used to slash your enemy."
"620","Weapons","Piercing Swords","Mail Breaker","A slightly stubby thrusting sword. Has a sharp, sturdy blade designed for thrusting. The Mail Breaker has limited reach, but a powerful critical attack. Effective against foes donning thick armor or with naturally hard skin. Effect: shield piercing (strong attack)"
"621","Weapons","Piercing Swords","Rapier","A standard thrusting sword. Thrusting Swords are light swords with fine tips that can be used while holding up a shield, and are effective for parrying. Use quick thrusts to damage hard-skinned foes. Also effective when fighting in narrow spaces."
"622","Weapons","Piercing Swords","Ricard%27s Rapier","An exquisitely decorated rapier. Said to belong to a prince who appears in an ancient tale. There are numerous variations of the story of the prince who wandered the lands and eventually became Undead. The majority of these tales end in tragedy. but there are some exceptions."
"623","Weapons","Piercing Swords","Chaos Rapier","Rapier of darkness and chaos. Navlaan claims to have sealed himself away to prevent tragedy, but could a sorcery truly possess a will of its own? Truth can be elusive, and the tales surrounding him are questionable. Only, it is clear a strange power possess this sword. Scholar of the First Sin changed to:Rapier of darkness and chaos. Once, a brilliant young sorcerer cast away his earthly desires, devoting himself entirely to the Dark that bewitched him. Nebulous, inky and serene, the Dark hold an allure matched only by the fear it strikes in men's hearts. Could it be nature, holding a mirror to mankind?"
"624","Weapons","Piercing Swords","Black Scorpion Stinger","Manscorpion Tark's thrusting sword. The scorpion pincer guard contains poison, which is injected into foes pierced by the blade. Tark's past is a thing obscure. But then again, do any of us know who we are, let alone what we may have been?"
"625","Weapons","Piercing Swords","Spider%27s Silk","Thrusting sword forged from the soul of the Duke's Dear Freja. Its needle-like blade can easily pierce the seams of the toughest armor. Supposedly, the duke himself, an eccentric soul fascinated with spiders, went on to take a form that was far from human. Effect: shield piercing (strong attack)"
"626","Weapons","Piercing Swords","Espada Ropera","Thrusting sword of Chancellor Wellager. Forged with rare geisteel. A masterpiece of the great blacksmith Llewellyn that he brought along as a gift when he left Mirrah for Drangleic."
"627","Weapons","Piercing Swords","Ice Rapier","Rapiers wielded by sorcerers of Eleum Loyce, imbued with a magic that is released with a strong attack. A great protective wall was erected to protect Eleum Loyce from the encroaching chaos, and these sorcerers were amongst its defenders."
"628","Weapons","Axes","Dragonslayer%27s Crescent Axe#fex","The beloved black axe of the gallant Shieldless Lothian, formerly of Forossa. No warrior matched the ferocity of unbeatable Lothian, but he abruptly retired from the battlefield and was never heard from again. Some say that he grew tired of the frailty of human foes, and set off to slay the legendary dragon."
"629","Weapons","Axes","Bound Hand Axe#fex","An axe with an unusual design. Found in the Undead Purgatory. The chains and spikes wrapped around the axe cause bleeding, but weaken the axe's effectiveness when slashing. Accessories that are added to a weapon for the sole purpose of tormenting foes can often detract from the weapon's natural effectiveness."
"630","Weapons","Axes","Hand Axe#fex","A crude hand axe. More of a tool than a weapon. Its short range necessitates close-range, and therefore perilous, combat. Does a respectable amount of damage, however, considering its relatively light weight."
"631","Weapons","Axes","Battle Axe#fex","An axe crafted for battle. Axes generally deal more damage than swords, but each swing leaves its wielder vulnerable. One is tempted to swing axes with wild abandon, but in fact their effective manipulation demands caution and precise timing."
"632","Weapons","Axes","Bandit Axe#fex","An axe of bandits of the Forossan outskirts Very sturdily built for the armament of a bandit. When Forossa fell to war, its citizens were left landless, and entirely to their own devices. Many were reduced to thievery, while Forossan knights scattered to other lands as sellswords."
"633","Weapons","Axes","Infantry Axe#fex","An axe wielded by Drangleic infantry. A makeshift, crude weapon that deals an underwhelming amount of damage."
"634","Weapons","Axes","Gyrm Axe#fex","An axe used by the nomadic Gyrm. At first glance this axe appears crude, but with further examination one sees the fine craftsmanship of Gyrm blacksmiths. Quite heavy for a human, but flung about with reckless abandon by the Gyrm."
"635","Weapons","Axes","Butcher%27s Knife#fex","An oddly large butcher's knife. Not your standard weapon, but certainly deadly enough to be utilized as one. Absorbs the HP of foes. Who in their right mind would create such a thing? Perhaps it is best not to dwell on how it was likely used in the past.Effects: HP absorb"
"636","Weapons","Great Axes","Greataxe","A greataxe wielded with both hands.This greataxe, crafted with a gigantic, weighty blade, is designed to inflict heavy damage, and requires inhuman strength to handle. Each swing of the greataxe requires the full force of the body, leaving the wielder wide open. Mastering this weapon will require the most thorough training of both body and mind."
"637","Weapons","Great Axes","Bandit Greataxe","A greataxe of bandits of the Forossan outskirts. Very sturdily built for the armament of a bandit. When Forossa fell to war, its citizens were left landless, and entirely to their own devices. Many were reduced to thievery, while Forossan knights scattered to other lands as sellswords."
"638","Weapons","Great Axes","Lion Greataxe","Greataxe wielded by Lion Clan warriors. The finely-crafted blade cuts smoothly, evidence that the lion clansmen are much more than vulgar beasts."
"639","Weapons","Great Axes","Giant Stone Axe","Greataxe forged from the Last Giant's soul. This weapon resembles a primitive stone tool, but is quite powerful owing to its immense size. King Vendrick disappeared as the war with the Giants reached its ferocious peak, leaving his castle. Some swear that upon hearing the news, the Queen's face remained as still as her portrait."
"640","Weapons","Great Axes","Gyrm Greataxe","A greataxe used by the nomadic Gyrm. At first glance this greataxe appears crude, but with further examination one sees the fine craftsmanship of Gyrm blacksmiths. Quite heavy for a human, but swung about with reckless abandon by the Gyrm."
"641","Weapons","Great Axes","Black Dragon Greataxe","In legend, this oddly-shaped greataxe is said to be forged from the Black dragon's tail. As it is told, the Black dragon lost its tail to a brave warrior in a magnificent battle, and the tail was later used to forge several legendary weapons."
"642","Weapons","Great Axes","Black Knight Greataxe","Even after their flesh was charred by flame, they remained as strong as ever, and stood watch, challenging visitors to their land."
"643","Weapons","Great Axes","Crescent Axe","A bronze greataxe with a crescent shaped blade. Its long handle gives the weapon great reach. One senses that this axe was once imbued with a sacred power, but only traces of it remain. Perhaps those who blessed this axe are no longer with us."
"644","Weapons","Hammers","Homunculus Mace","A pole with lumps attached to it. Found in the manor in Aldia. Heavier than a standard mace, but with more effective striking owing to its hard lumps. In the far eastern outskirts of Drangleic lies an old manor that is now long forgotten. As it should be, for the things that lurk there are better left unknown."
"645","Weapons","Hammers","Craftman%27s Hammer","An old smithing hammer. Looks like a typical hammer, but is in fact incredibly sturdy. Some say it was the hammer used long ago by a famed blacksmith of yore."
"646","Weapons","Hammers","Mace","A club fitted with a head crafted for battle. The mace is the archetypal blunt weapon. It has a primitive appearance, but also many advantages, including the ability to break the guard of a shield. Keep the proper distance from your foe, and this can be a very effective weapon."
"647","Weapons","Hammers","Morning Star","A club fitted with a spiked head. The spikes of this blunt weapon cause bleeding. Normally wielded by clerics, but clearly intended to draw blood."
"648","Weapons","Hammers","Reinforced Club","A wooden club headed with nails.Designed as a deadlier club, and certainly offers a stronger attack, but this club also seems quick to fall apart, perhaps due to its shoddy craftsmanship."
"649","Weapons","Hammers","Mace of the Insolent","The mace of formerly high-ranking clerics. It is combined with a sacred chime, and can cast miracles and hexes with strong attack. The clerics held venerated positions once, but now, their souls wander aimlessly in the depths of a murky darkness."
"650","Weapons","Hammers","Handmaid%27s Ladle","An ordinary kitchen ladle. He who chooses this as a weapon either faces extenuating circumstances or has an odd sense of humor. If you care for your life, leave this one in the kitchen."
"651","Weapons","Hammers","Blacksmith%27s Hammer","An ordinary hammer used by a blacksmith. Can be used as a hammer, but not to any great effect, as it was made to shape weapons, not serve as one."
"652","Weapons","Hammers","Black Dragon Warpick","In legend, this oddly-shaped war hammer is said to be forged from the black dragon's tail. As it is told, the black dragon lost its tail to a brave warrior in a magnificent battle, and the tail was later used to forge several legendary weapons."
"653","Weapons","Hammers","Aldia Hammer","Hammer used by Aldian acolytes. Not used as a weapon, but as an instrument to dissect the bodies of the victims of their experimentation.They say that Lord Aldia was the King's elder brother and helped found Drangleic, but he later lost interest in the land's fortunes."
"654","Weapons","Hammers","Barbed Club","A club forged from the soul of the Flexile Sentry.The spikes covering its length are as vile as the sentry itself.Long ago, the dungeons overflowed with the accursed, and the king commanded a contorted sentry to deliver those who had no cells to a faraway land, and to make certain they were never heard from again. Scholar of the First Sin changed to: A club forged from the soul of the Flexile Sentry.The spikes covering its length are as vile as the sentry itself.The sentry crammed inmates of the overflowing Bastile onto a rickety ship, and cast them out to the open sea.The majority of them drowned or starved, but a few hardy survivors made land to the south, and imparted their knowledge of sorcery to the people there."
"655","Weapons","Great Hammers","Large Club","A large wooden club. Not an elegant weapon by any means, but a beastly thing with plenty of weight to easily break a shielded defense."
"656","Weapons","Great Hammers","Great Club","A giant wooden club made from branches of a towering tree. Designed to smash foes. Simple but terribly effective against common shields."
"657","Weapons","Great Hammers","Gyrm Great Hammer","A great hammer used by the nomadic Gyrm. A makeshift weapon created from a blacksmith's anvil. As heavy as it appears. Crafted rather shoddily, but each hit landed is certain to inflict serious damage."
"658","Weapons","Great Hammers","Iron King Hammer","Great hammer forged from the soul of the Old Iron King. The tip is formed of molten rock. The corpse of the Old Iron King became the vessel that bred Ichorous Earth. The heavy rock tip is formed of cooled magma, with a still-smoldering core. Strong attack releases its inner power. Effect: special attack (strong attack)"
"659","Weapons","Great Hammers","Malformed Shell","One of the malformed weapons developed in Aldia. Swung like a great hammer. Appears to be a fragment of a giant shell, but its precise origins are unknown. The peculiar figure known as Lord Aldia attempted to uncover the secrets of life itself, and viewed the Undead as a key to this mystery."
"660","Weapons","Great Hammers","Malformed Skull","The skull of some unidentified creature. Swing as a great hammer to use as a weapon. Possibly the skull of a dragon. A good choice, likely too rare to be swung about willy-nilly."
"661","Weapons","Great Hammers","Dragon Tooth","A giant dragon tooth used as a great hammer. As solid as a boulder, this tooth is said to be taken from a dragon, but the truth of this claim is unclear. What is certain is that is bears some mystical power, and its wielder gains resistance to magic and fire."
"662","Weapons","Great Hammers","Giant Warrior Club","Club of the Giants that besieged Drangleic. Nothing more than a boulder bound to a tree, but a very powerful, if primitive weapon. A human would require great strength to wield this Giant-sized club. Scholar of the First Sin changed to: Club of the Giants that besieged Drangleic. Nothing more than a boulder bound to a tree, but a very powerful, if primitive weapon. King Vendrick, in adherence to Queen Nashandra's counsel, led his armies north in an effort to subjugate the Giants, and claim their powerful souls for his own."
"663","Weapons","Great Hammers","Demon%27s Great Hammer","Great hammer made of unknown materials. Perhaps it is stone, or even wood. The origins of its name are unclear. Its tremendous weight suggests that it was never intended for humans. Perhaps it was an offering to the demons that appear in legend."
"664","Weapons","Great Hammers","Archdrake Mace","A mace normally issued to clerics of the Archdrake sect of Lindelt. The land of Lindelt is governed by stringent laws, and those who dare defy them are punished without mercy. It is often the sinful who seek piety, spurred only by a selfish desire for salvation."
"665","Weapons","Great Hammers","Old Knight Hammer","An undated great hammer. Wielded by a warrior from a time so ancient that there exists no record of his endeavors. Has extremely low durability Sometimes, just as a thing falls to pieces, it unleashes its last flash of great power..."
"666","Weapons","Great Hammers","Drakekeepers Great Hammer","""An extremely sturdy pitch-black great hammer. Colossal warriors staunchly watch over the shrine, ready to defend its resident, or allow one worthy enough to be granted audience."""
"667","Weapons","Great Hammers","Sacred Chime Hammer","Great hammer of the Royal Aegis. The power of the hammer's blessing has not faded completely, despite being exposed to the dark of the Undead Crypt. Unleash its latent power with a strong attack. Sir Velstadt, known as the Royal Aegis, gave himself to the King both in life and death."
"668","Weapons","Great Hammers","Drakekeeper%27s Warpick","An extremely sturdy pitch-black war hammer. Colossal warriors staunchly watch over the shrine, ready to defend its resident, or allow one worthy enough to be granted audience."
"669","Weapons","Great Hammers","Pickaxe","A Pickaxe used for mining. Not intended as a weapon, but packs a powerful punch. This tool, designed to crush hard rock, can easily puncture weaker forms of armor."
"670","Weapons","Great Hammers","Sanctum Mace","A mace wielded by sanctum soldiers. This mace was corrupted by poison when Sinh, the sleeping dragon, awoke. A mere mortal would be asphyxiated by the poison emitted when wielding this, but for the noxious sanctum soldiers, this fact matters none."
"671","Weapons","Great Hammers","Smelter Hammer","Weapon wielded by the iron warriors that wander Brume Tower. Appears to have once been an axe, but in this terribly melted state it is little more than a great lump that crushes its foes by virtue of its sheer weight."
"672","Weapons","Fist Weapons","Caestus","Weapon used to strike with one's fists. The thick leather covering bears iron studs, and protects the hands while augmenting their striking power. Attacks with the fists are solely dependent on one's strength. With this weapon, any encounter becomes a brawl."
"673","Weapons","Fist Weapons","Claws","A weapon that attaches to the hands. The wearer attacks in a scratching motion with these three-pronged claws. Claws inflict deep wounds and cause bleeding."
"674","Weapons","Fist Weapons","Malformed Claws","One of the malformed weapons developed in Aldia. Appears to be a crustacean pincer, but its precise origins are unclear. Use strong attack to inflict damage even upon foes with raised shields. The peculiar figure known as Lord Aldia attempted to uncover the secrets of life itself, and viewed the Undead as a key to this mystery"
"675","Weapons","Fist Weapons","Manikin Claws","Claws used by the manikins of Harvest Valley. The peculiar art of puppetry is a vestige of the two lost lands. The Queen, entranced by poison, used it to beckon unknowing souls to the defiled valley."
"676","Weapons","Fist Weapons","Work Hook","A hook that covers the hand. Clearly not intended as a weapon, but certainly sharp enough to shred an enemy's skin."
"677","Weapons","Fist Weapons","Bone Fist","Bone that is bound to the fist. Used to enhance hand-to-hand combat. Salvaged from a malformed creature. Enables one to fight with inhuman strength, as if the very spirit of the bone's malicious owner had taken control."
"678","Weapons","Spears","Winged Spear","A spear with winged lugs. Longer than standard spears, allowing for attacks from further away. Thrusting attacks are effective even against opponents with high defense, but they have a narrow point of contact and won't effectively break through a shielded defense."
"679","Weapons","Spears","Partizan","A spear with a broad blade. The blade is widened and given extra weight to allow for slashing. The broader attacks of the partizan, however, make it less effective in narrow spaces."
"680","Weapons","Spears","Spear","A standard spear. Spears allow one to attack a foe from a distance, and while holding up a shield. Thrusting attacks are effective even against opponents with strong defense, but they have a narrow point of contact and won't effectively break through a shielded defense."
"681","Weapons","Spears","Pike","""A spear with an extended pole. Offers a very long reach, even for a spear, allowing for attacks from safer distances.Traditionally a weapon of regimental rather than single combat due to its unwieldiness. However, if you can manage to effectively step around an opponent, they will hardly have a chance to hit back. """
"682","Weapons","Spears","Stone Soldier Spear","Spear of the castle stone soldiers. Sir Velstadt could always be found at the King's side, and followed him upon his exit. The knights in his service waited patiently for his return, until they turned to stone."
"683","Weapons","Spears","Silverblack Spear","A silver-black spear imbued with the power of dark. The grave wardens vowed to ensure the tranquility of those who slumber in the Undead Crypt. If one dares disturb them, the grave wardens make no allowance for stature or riches, and will readily bury them along with the others."
"684","Weapons","Spears","Heide Spear","A spear originating in Heide. A special alloy makes it very durable. The composition of the alloy of these spears remains a mystery, but in Drangleic the attempt to imitate it resulted in the similar bradden steel."
"685","Weapons","Spears","Pate%27s Spear","A long spear wielded by Pate. This appears to be a very ordinary spear, but seems to have accumulated power of the course of countless battles. It is not always advisable to stand out. Especially if you have something to hide."
"686","Weapons","Spears","Channeler%27s Trident","A trident wielded by an old sorcerer. The tip is sharpened so smoothly that it suggests a degree of madness. Use two-handed strong attack to perform a power-channeling dance, the madness of which boosts the morale of nearby allies. Effect: attack boost (Two-handed strong attack)"
"687","Weapons","Spears","Spitfire Spear","A spear said to have been forged in Aldia. Contains the power of a great flame, which is unleashed in a strong attack. The mysterious Lord Aldia secluded himself inside a manor to conduct various experiments. Those invited to the manor disappeared, replaced over time with malformed beasts that formed its halls.Effect: special attack (strong attack )"
"688","Weapons","Spears","Dragonslayer Spear","A ranseur forged from the soul of the Old Dragonslayer. The spear of the knight known as the Dragonslayer was imbued with the power of lightning, and shattered the stone scales of dragons. Strong attack unleashes its latent power. Effect: lightning, special attack (strong attack)"
"689","Weapons","Spears","Gargoyle Bident","A two-pronged spear that imitates a weapon mentioned in an ancient text. Gargoyles are said to guard castles and forts from ill fortune, and they have appeared in many forms in all the great lands throughout history. Some of them are so meticulously crafted that they look as if they might come to life."
"690","Weapons","Spears","Pilgrim's Spontoon","Spontoon used by warriors on pilgrimage. Rather worn from the long journey it has doubtless seen. A spear which also doubles as a catalyst for sorceries, making it an ideal choice for light-footed pilgrims."
"691","Weapons","Spears","Yorgh%27s Spear","Spear wielded by Sir Yorgh during his invasion of the Sanctum City. After his defeat of the Sunken King, Sir Yorgh pierced Sinh, the sleeping dragon, with this spear to claim its blood. But Sinh immediately awoke, spewing a poisonous fog that blanketed the city in death, and Sir Yorgh disappeared into the Eternal Sanctum."
"692","Weapons","Halberds","Dragonrider%27s Halberd","Halberd of the Dragonriders, King Vendrick's royal guard. A highly versatile weapon that can slash, sweep, and thrust when wielded nimbly, and is also imbued with magic. Demands great skill of its wielder, and thus served to test the worthiness of those who aspire to join the Dragonriders."
"693","Weapons","Halberds","Scythe","A scythe fitted with a large custom blade. Has an extended slashing reach when swung broadly, but beware, these attacks make the wielder very vulnerable."
"694","Weapons","Halberds","Mastodon Halberd","Halberd of the Primal Knights that defend Drangleic castle. The brutish and might Primal Knights wield this halberd like a feather-light twig, but to the ordinary warrior it is a chore to even hold up, owing to its great weight. Terrible experiments were said to have taken place in a hidden manor in Drangleic. The mastermind presiding over the deeds was thought to be Lord Aldia"
"695","Weapons","Halberds","Santier%27s Spear","A spear that was embedded in a stone statue. According to an old local legend, a great spear was used to defeat Santier, the walking statue. Perhaps this is that very spear. But it will be difficult to utilize such a thing in the manner of a spear. Your only choice is to swing it around, and smite foes about the head."
"696","Weapons","Halberds","Blue Knight%27s Halberd","""Halberd of Targray, Knight of the Blue. A fitting weapon for a shepherd of lost soulsThose who put faith in an absolute good also believe in the existence of true evil. But to others, the distinction between the two can be quite unclear""."
"697","Weapons","Halberds","Old Knight Halberd","""An undated halberd.Wielded by a warrior from a time so ancient that there exists no record of his endeavors. Has extremely low durability. Sometimes, just as a thing falls to pieces, it unleashes its last flash of great power..."""
"698","Weapons","Halberds","Old Knight Pike","An undated pike. Wielded by a warrior from a time so ancient that there exists no record of his endeavors. Has extremely low durability"
"699","Weapons","Halberds","Syan%27s Halberd","Replica of the halberd of the loyal knight Syan.A meticulously-crafted, distinguished weapon.Sir Syan was widely known as the kingdom'smost loyal knight, and when the Giants invaded,he volunteered to lead the advance party,but was slaughtered most dishonorablyThe King commissioned replicas of Syan'saccoutrements and bestowed them topromising knights, but not long after theydonned the armor did they thoroughly go mad."
"700","Weapons","Halberds","Black Knight Halberd","Halberd wielded by knights who served the lord of light in a long-forgotten age. Even after their flesh was charred by flame, they remained as strong as ever, and stood watch, challenging visitors to their land."
"701","Weapons","Halberds","Roaring Halberd","Halberd forged from the soul of a Skeleton Lord. Imbued with the power of dark.The unsettling skull carved into this halberd recalls the final moments of the Skeleton Lord from whom it was created."
"702","Weapons","Halberds","Helix Halberd","A halberd with a helix-shaped handle, headed with a double blade. A complex design, some would say excessively so, that hides a spear within its handle. Although its precise origins are unclear, its construction appears to utilize techniques from the lost land of Olaphis."
"703","Weapons","Halberds","Wrathful Axe","An armament forged from the soul of Elana, child of Dark. Use strong attack to unleash its latent power. When the Abyss dissipated, the things that called it home were fragmented and scattered across the realm. Eventually these pieces regained form, in ways that hinted at humanity's true nature."
"704","Weapons","Lances","Heide Lance","A lance originating in Heide. A special alloy makes it very durable.The composition of the alloy of these lances remains a mystery, but in Drangleic the attempt to imitate it resulted in the similar bradden steel.Lances are normally wielded by mounted knights, and it takes considerable training to handle one on the ground."
"705","Weapons","Lances","Heide Greatlance","A lance originating in Heide. A special alloy makes it very durable. The tip of the lance has been extended. The composition of the alloy of these lances remains a mystery, but in Drangleic the attempt to imitate it resulted in the similar bradden steel. Lances are normally wielded by mounted knights and it takes considerable training to handle one on the ground."
"706","Weapons","Lances","Grand Lance","A Lance fashioned from rare geisteel, Designed for high-.ranking Drangleic Knights, hence the design''Geisteel equipment is of the finest make, but geisteel is so rare that very few of these weapons were actually used in combat.'''"
"707","Weapons","Lances","Chariot Lance","Lance forged from the soul of the Executioner's Chariot. Its cross-shaped blade causes bleeding.The perverse design of this spear mirrors the chariot from which it came, a merciless creation that endlessly tortured the Undead."
"708","Weapons","Lances","Rampart Golem Lance","Lance wielded by the rampart golems, granted life by the Ivory King.The golems were charged with the containment of the creatures of chaos whithin the boundaries of the wall. When the doors of Eleum Loyce were flung open, the place turned frigid and lifeless, but the golems remained dutifully on guard."
"709","Weapons","Reapers","Crescent Sickle","A sickle with a crescent-shaped blade. This sickle, enchanted by magic, is not intended as a weapon, but rather a ceremonial instrument."
"710","Weapons","Reapers","Great Scythe","A great scythe used to harvest grain. Normally used as a farm tool, not a weapon. It feels almost as if there were powers in its giant blade, perhaps drawn from the fears of those hunted by this fearsome thing."
"711","Weapons","Reapers","Silverblack Sickle","A silver-black sickle imbued with the power of dark. The large arced blade reaches around shields and inflicts damage. The grave wardens vowed to ensure the tranquility of those who slumber in the Undead Crypt. If one dares disturb them, the grave wardens make no allowance for stature or riches, and will readily bury them along with the others. Effect: shield piercing (strong attack)"
"712","Weapons","Reapers","Great Machete","Created by strapping a large blade to a hilt. A crude makeshift weapon with low durability. Primitive weapons can be more effective at evoking fear than more advanced efforts. Perhaps this is why the wielder chose this fearsome creation."
"713","Weapons","Reapers","Full Moon Sickle","A large sickle with a round blade. The thin blade, fortified with bradden steel, slices with a fine smoothness. Hooks into flesh, then rips it apart to cause bleeding."
"714","Weapons","Reapers","Scythe of Nahr Alma","The scythe used by Titchy Gren, and by believers in Nahr Alma, god of blood. Normally used only in ceremonies. Imbued with the power of dark. This is no place for talk of such things, however."
"715","Weapons","Reapers","Bone Scythe","Scythe forged from the soul of the Covetous Demon. The curved spine of the Covetous Demon is hard as rock, and rather than slicing through flesh, this weapon seems to grind it apart. That thing that ended up as a monstrous fiend, what was it to begin with, and why did it never leave the queen? Perhaps it was entranced by some perversion of love."
"716","Weapons","Reapers","Scythe of Want","Original: A scythe born from the soul of Nashandra.The old one of the Abyss was reborn in death, split into miniscule fragments, and spread across the land.The pieces began to coalesce again, becoming human in shape. Scholar of the First Sin changed to: A scythe born from the soul of Nashandra.The old one of the Abyss was reborn in death, split into miniscule fragments, and spread across the land.After regaining their shapes, they crawled forth yearning for strong souls, in search of greater power."
"717","Weapons","Reapers","Scythe of The Forlorn","Scythe of the Forlorn, who wander the land of the Undead. The King's elder brother Aldia sought to overcome the curse through means unalike his sibling's. The Forlorn were born of Aldia's sinful infatuation."
"718","Weapons","Twinblades","Twinblade","A twinblade fashioned from rare geisteel. Designed for high-ranking Drangleic knights, hence the decorative design. Geisteel equipment is of the finest make, but geisteel is so rare that very few of these weapons were actually used in combat."
"719","Weapons","Twinblades","Stone Twinblade","""Twinblade of the castle stone soldiers. Sir Velstadt could always be found at the King's side, and followed him when he fled. The knights in his service waited patiently for his return, but turned to stone before he did."""
"720","Weapons","Twinblades","Dragonrider Twinblade","Twinblade of the Dragonriders, King Vendrick's royal guard. Twinblades are wielded with an unusual technique. This one strikes hard but is very heavy. Demands great skill of its wielder, and thus served to test the worthiness of those who aspired to join the Dragonriders."
"721","Weapons","Twinblades","Red Iron Twinblade","""A twinblade with heavy blades on each end. More suited to smashing foes than slashing them. Requires a great deal of muscle to wield artfully. The twinblade closely imitates the design of a foreign-made weapon that has the blades affixed to both ends of its hilt."""
"722","Weapons","Twinblades","Curved Twinblade","""A twinblade imported from a foreign land. The razor-sharp blades cause bleeding, but as a result, are easily worn and dulled. When wielded by a master, this dual-tipped blade is an unparalleled weapon that hardly allows a foe any opportunity to retaliate..."" More description"""
"723","Weapons","Twinblades","Sorcerer's Twinblade","""A twinblade originating in Melfia. Doubles as a Catalyst for Sorcery. A rare weapon used by very few warriors, owing to its dependence in honed skills with both staff and sword."""
"724","Weapons","Whips","Whip","A leather whip. Not normally used on the battlefield. Very effective against bare flesh, but not against enemies with armor or like protection."
"725","Weapons","Whips","Notched Whip","A whip covered in spikes. Shreds skin and causes bleeding. Very effective against bare flesh, but not against enemies with armor or like protection."
"726","Weapons","Whips","Bloodied Whip","A blood-stained whip. A tool made for a purpose forbidden by the gods. Its effect is augmented by its pointed tip, but still only marginally effective against protective covering such as hard armor."
"727","Weapons","Whips","Spotted Whip","A whip born from the soul of the Demon of Song. Covered with strange spots that betray its poisonous effects. The Demon's sonorous voice, in stark contrast to its hideous form, is sure intended to lure people close so that it may devour them."
"728","Weapons","Whips","Old Whip","A leather whip that has seen plenty of use. It appears no different than an ordinary whip, but is charmed by an ancient blessing that boosts damage inflicted on Hollows. The blessing is likely the work of a cleric, but whether the spell is good or evil is unclear. Effect: attack boost against Hollows."
"729","Weapons","Bows","Short Bow","The type of small bow used by hunters in training. Equip arrows to use. Equip up to two types of arrows to give yourself immediate options in battle. Use arrows to hit enemies from afar to gain the upper hand by drawing first blood."
"730","Weapons","Bows","Long Bow","A standard bow used by hunters. Equip Arrows to use. Equip up to two types of arrows to give yourself immediate options in battle. Use arrows to hit enemies from afar to gain the upper hand by drawing first blood."
"731","Weapons","Bows","Composite Bow","A bow crafted from various materials. Inflicts more damage than ordinary bows, but has a shorter range, making it unfit for sniping."
"732","Weapons","Bows","Sea Bow","A bow built for sea-faring marine warriors. Has an extended range for hunting down sea monsters from afar. A great sea lies to the north of Drangleic, and beyond that is an explored continent that is home to things inhuman."
"733","Weapons","Bows","Dragonrider Bow","Bow wielded by Dragonrider, King Vendrick's royal guard. Merely drawing this bow requires inhuman strength, but each shot has deadly potential. Demands great skill of its wielder, and thus served to test the worthiness of those who aspired to join Dragonriders."
